,filename,components,smiles,"Mass density, kg/m3","Mass density, kg/m3_std","Speed of sound, m/s","Speed of sound, m/s_std",Relative permittivity at zero frequency,Relative permittivity at zero frequency_std,"Specific heat capacity at constant pressure, J/K/kg","Specific heat capacity at constant pressure, J/K/kg_std","Molar heat capacity at constant pressure, J/K/mol","Molar heat capacity at constant pressure, J/K/mol_std","Molar heat capacity at constant volume, J/K/mol","Molar heat capacity at constant volume, J/K/mol_std","Molar volume, m3/mol","Molar volume, m3/mol_std"
1339849,je5008444,octane,CCCCCCCC,,,,,,,258.05,0.04,,,,,,
1339850,je5008444,octane,CCCCCCCC,,,,,,,260.87,0.05,,,,,,
1339851,je5008444,octane,CCCCCCCC,,,,,,,262.7,0.06,,,,,,
1339852,je5008444,octane,CCCCCCCC,,,,,,,264.78,0.05,,,,,,
1339853,je5008444,octane,CCCCCCCC,,,,,,,267.24,0.05,,,,,,
1339854,je5008444,octane,CCCCCCCC,,,,,,,269.31,0.06,,,,,,
1341361,je5008795,benzene,c1ccccc1,873.613,0.05,,,,,,,,,,,,
1341362,je5008795,benzene,c1ccccc1,873.652,0.05,,,,,,,,,,,,
1341363,je5008795,benzene,c1ccccc1,873.616,0.05,,,,,,,,,,,,
1341364,je5008795,benzene,c1ccccc1,873.633,0.05,,,,,,,,,,,,
1341365,je5008795,benzene,c1ccccc1,873.671,0.05,,,,,,,,,,,,
1341366,je5008795,benzene,c1ccccc1,873.478,0.05,,,,,,,,,,,,
1345936,je5009119,"1,2-ethanediol",OCCO,1110.2,0.1,,,,,,,,,,,,
1345937,je5009119,"1,2-ethanediol",OCCO,1106.6,0.1,,,,,,,,,,,,
1345938,je5009119,"1,2-ethanediol",OCCO,1103.0,0.1,,,,,,,,,,,,
1345939,je5009119,"1,2-ethanediol",OCCO,1099.3,0.1,,,,,,,,,,,,
1345940,je5009119,"1,2-ethanediol",OCCO,1095.8,0.1,,,,,,,,,,,,
1347609,je5009334,2-phenylethanol,OCCc1ccccc1,1000.926,0.03,,,,,,,,,,,,
1347610,je5009334,2-phenylethanol,OCCc1ccccc1,1012.392,0.03,,,,,,,,,,,,
1347611,je5009334,2-phenylethanol,OCCc1ccccc1,1016.145,0.03,,,,,,,,,,,,
1347612,je5009334,2-phenylethanol,OCCc1ccccc1,1004.75,0.03,,,,,,,,,,,,
1347613,je5009334,2-phenylethanol,OCCc1ccccc1,1008.607,0.03,,,,,,,,,,,,
1347614,je5009334,2-phenylethanol,OCCc1ccccc1,997.075,0.03,,,,,,,,,,,,
1347615,je5009334,2-phenylethanol,OCCc1ccccc1,,,1526.09,0.06,,,,,,,,,,
1347616,je5009334,2-phenylethanol,OCCc1ccccc1,,,1510.48,0.06,,,,,,,,,,
1347617,je5009334,2-phenylethanol,OCCc1ccccc1,,,1494.66,0.06,,,,,,,,,,
1347618,je5009334,2-phenylethanol,OCCc1ccccc1,,,1479.17,0.06,,,,,,,,,,
1347619,je5009334,2-phenylethanol,OCCc1ccccc1,,,1463.25,0.06,,,,,,,,,,
1347620,je5009334,2-phenylethanol,OCCc1ccccc1,,,1447.73,0.06,,,,,,,,,,
1347621,je5009334,butan-2-ol,CCC(C)O,803.103,0.03,,,,,,,,,,,,
1347622,je5009334,butan-2-ol,CCC(C)O,798.891,0.03,,,,,,,,,,,,
1347623,je5009334,butan-2-ol,CCC(C)O,794.588,0.03,,,,,,,,,,,,
1347624,je5009334,butan-2-ol,CCC(C)O,790.191,0.03,,,,,,,,,,,,
1347625,je5009334,butan-2-ol,CCC(C)O,785.692,0.03,,,,,,,,,,,,
1347626,je5009334,butan-2-ol,CCC(C)O,781.09,0.03,,,,,,,,,,,,
1347627,je5009334,butan-2-ol,CCC(C)O,,,1212.67,0.06,,,,,,,,,,
1347628,je5009334,butan-2-ol,CCC(C)O,,,1194.45,0.06,,,,,,,,,,
1347629,je5009334,butan-2-ol,CCC(C)O,,,1176.2,0.06,,,,,,,,,,
1347630,je5009334,butan-2-ol,CCC(C)O,,,1157.91,0.06,,,,,,,,,,
1347631,je5009334,butan-2-ol,CCC(C)O,,,1139.47,0.06,,,,,,,,,,
1347632,je5009334,butan-2-ol,CCC(C)O,,,1120.99,0.06,,,,,,,,,,
1347633,je5009334,"1,2-butanediol",CCC(O)CO,998.509,0.03,,,,,,,,,,,,
1347634,je5009334,"1,2-butanediol",CCC(O)CO,994.719,0.03,,,,,,,,,,,,
1347635,je5009334,"1,2-butanediol",CCC(O)CO,990.971,0.03,,,,,,,,,,,,
1347636,je5009334,"1,2-butanediol",CCC(O)CO,987.113,0.03,,,,,,,,,,,,
1347637,je5009334,"1,2-butanediol",CCC(O)CO,983.257,0.03,,,,,,,,,,,,
1347638,je5009334,"1,2-butanediol",CCC(O)CO,979.371,0.03,,,,,,,,,,,,
1347639,je5009334,"1,2-butanediol",CCC(O)CO,994.759,0.03,,,,,,,,,,,,
1347640,je5009334,"1,2-butanediol",CCC(O)CO,987.152,0.03,,,,,,,,,,,,
1347641,je5009334,"1,2-butanediol",CCC(O)CO,983.297,0.03,,,,,,,,,,,,
1347642,je5009334,"1,2-butanediol",CCC(O)CO,979.406,0.03,,,,,,,,,,,,
1347643,je5009334,"1,2-butanediol",CCC(O)CO,998.492,0.03,,,,,,,,,,,,
1347644,je5009334,"1,2-butanediol",CCC(O)CO,994.744,0.03,,,,,,,,,,,,
1347645,je5009334,"1,2-butanediol",CCC(O)CO,990.956,0.03,,,,,,,,,,,,
1347646,je5009334,"1,2-butanediol",CCC(O)CO,987.136,0.03,,,,,,,,,,,,
1347647,je5009334,"1,2-butanediol",CCC(O)CO,983.284,0.03,,,,,,,,,,,,
1347648,je5009334,"1,2-butanediol",CCC(O)CO,979.394,0.03,,,,,,,,,,,,
1347649,je5009334,"1,2-butanediol",CCC(O)CO,,,1452.61,0.06,,,,,,,,,,
1347650,je5009334,"1,2-butanediol",CCC(O)CO,,,1437.71,0.06,,,,,,,,,,
1347651,je5009334,"1,2-butanediol",CCC(O)CO,,,1423.6,0.06,,,,,,,,,,
1347652,je5009334,"1,2-butanediol",CCC(O)CO,,,1408.55,0.06,,,,,,,,,,
1347653,je5009334,"1,2-butanediol",CCC(O)CO,,,1394.02,0.06,,,,,,,,,,
1347654,je5009334,"1,2-butanediol",CCC(O)CO,,,1379.63,0.06,,,,,,,,,,
1347655,je5009334,"1,2-butanediol",CCC(O)CO,,,1438.19,0.06,,,,,,,,,,
1347656,je5009334,"1,2-butanediol",CCC(O)CO,,,1409.06,0.06,,,,,,,,,,
1347657,je5009334,"1,2-butanediol",CCC(O)CO,,,1394.54,0.06,,,,,,,,,,
1347658,je5009334,"1,2-butanediol",CCC(O)CO,,,1379.93,0.06,,,,,,,,,,
1347659,je5009334,"1,2-butanediol",CCC(O)CO,,,1438.23,0.06,,,,,,,,,,
1347660,je5009334,"1,2-butanediol",CCC(O)CO,,,1423.64,0.06,,,,,,,,,,
1347661,je5009334,"1,2-butanediol",CCC(O)CO,,,1409.25,0.06,,,,,,,,,,
1347662,je5009334,"1,2-butanediol",CCC(O)CO,,,1394.58,0.06,,,,,,,,,,
1347663,je5009334,"1,2-butanediol",CCC(O)CO,,,1380.02,0.06,,,,,,,,,,
1347664,je5009334,"1,3-butanediol",CC(O)CCO,1001.816,0.03,,,,,,,,,,,,
1347665,je5009334,"1,3-butanediol",CC(O)CCO,998.418,0.03,,,,,,,,,,,,
1347666,je5009334,"1,3-butanediol",CC(O)CCO,994.987,0.03,,,,,,,,,,,,
1347667,je5009334,"1,3-butanediol",CC(O)CCO,991.528,0.03,,,,,,,,,,,,
1347668,je5009334,"1,3-butanediol",CC(O)CCO,988.035,0.03,,,,,,,,,,,,
1347669,je5009334,"1,3-butanediol",CC(O)CCO,984.506,0.03,,,,,,,,,,,,
1347670,je5009334,"1,3-butanediol",CC(O)CCO,,,1527.84,0.06,,,,,,,,,,
1347671,je5009334,"1,3-butanediol",CC(O)CCO,,,1514.06,0.06,,,,,,,,,,
1347672,je5009334,"1,3-butanediol",CC(O)CCO,,,1500.18,0.06,,,,,,,,,,
1347673,je5009334,"1,3-butanediol",CC(O)CCO,,,1486.27,0.06,,,,,,,,,,
1347674,je5009334,"1,3-butanediol",CC(O)CCO,,,1472.34,0.06,,,,,,,,,,
1347675,je5009334,"1,3-butanediol",CC(O)CCO,,,1458.31,0.06,,,,,,,,,,
1347676,je5009334,benzyl alcohol,OCc1ccccc1,1041.216,0.03,,,,,,,,,,,,
1347677,je5009334,benzyl alcohol,OCc1ccccc1,1037.352,0.03,,,,,,,,,,,,
1347678,je5009334,benzyl alcohol,OCc1ccccc1,1033.474,0.03,,,,,,,,,,,,
1347679,je5009334,benzyl alcohol,OCc1ccccc1,1029.583,0.03,,,,,,,,,,,,
1347680,je5009334,benzyl alcohol,OCc1ccccc1,1025.674,0.03,,,,,,,,,,,,
1347681,je5009334,benzyl alcohol,OCc1ccccc1,1021.746,0.03,,,,,,,,,,,,
1347682,je5009334,benzyl alcohol,OCc1ccccc1,,,1525.17,0.06,,,,,,,,,,
1347683,je5009334,benzyl alcohol,OCc1ccccc1,,,1509.34,0.06,,,,,,,,,,
1347684,je5009334,benzyl alcohol,OCc1ccccc1,,,1493.62,0.06,,,,,,,,,,
1347685,je5009334,benzyl alcohol,OCc1ccccc1,,,1478.03,0.06,,,,,,,,,,
1347686,je5009334,benzyl alcohol,OCc1ccccc1,,,1462.63,0.06,,,,,,,,,,
1347687,je5009334,benzyl alcohol,OCc1ccccc1,,,1447.28,0.06,,,,,,,,,,
1350863,je500977g,water,O,999.96,,,,,,,,,,,,,
1350864,je500977g,water,O,999.09,,,,,,,,,,,,,
1350865,je500977g,water,O,997.04,,,,,,,,,,,,,
1350866,je500977g,water,O,994.03,,,,,,,,,,,,,
1350867,je500977g,water,O,988.03,,,,,,,,,,,,,
1350868,je500977g,water,O,1004.78,,,,,,,,,,,,,
1350869,je500977g,water,O,1011.88,,,,,,,,,,,,,
1350870,je500977g,water,O,1023.2,,,,,,,,,,,,,
1350871,je500977g,water,O,1033.92,,,,,,,,,,,,,
1350872,je500977g,water,O,1044.08,,,,,,,,,,,,,
1350873,je500977g,water,O,1003.67,,,,,,,,,,,,,
1350874,je500977g,water,O,1010.42,,,,,,,,,,,,,
1350875,je500977g,water,O,1021.21,,,,,,,,,,,,,
1350876,je500977g,water,O,1031.47,,,,,,,,,,,,,
1350877,je500977g,water,O,1041.23,,,,,,,,,,,,,
1350878,je500977g,water,O,1001.47,,,,,,,,,,,,,
1350879,je500977g,water,O,1007.99,,,,,,,,,,,,,
1350880,je500977g,water,O,1018.44,,,,,,,,,,,,,
1350881,je500977g,water,O,1028.38,,,,,,,,,,,,,
1350882,je500977g,water,O,1037.86,,,,,,,,,,,,,
1350883,je500977g,water,O,998.36,,,,,,,,,,,,,
1350884,je500977g,water,O,1004.75,,,,,,,,,,,,,
1350885,je500977g,water,O,1014.97,,,,,,,,,,,,,
1350886,je500977g,water,O,1024.71,,,,,,,,,,,,,
1350887,je500977g,water,O,1034.0,,,,,,,,,,,,,
1350888,je500977g,water,O,992.31,,,,,,,,,,,,,
1350889,je500977g,water,O,998.61,,,,,,,,,,,,,
1350890,je500977g,water,O,1008.68,,,,,,,,,,,,,
1350891,je500977g,water,O,1018.27,,,,,,,,,,,,,
1350892,je500977g,water,O,1027.42,,,,,,,,,,,,,
1352199,je5009944,methanol,CO,786.5,0.1,,,,,,,,,,,,
1352200,je5009944,methanol,CO,777.1,0.1,,,,,,,,,,,,
1352201,je5009944,methanol,CO,767.5,0.1,,,,,,,,,,,,
1353655,je5010164,cyclopentane,C1CCCC1,,,1446.07,,,,,,,,,,,
1353656,je5010164,cyclopentane,C1CCCC1,,,1473.008,,,,,,,,,,,
1353657,je5010164,cyclopentane,C1CCCC1,,,1498.119,,,,,,,,,,,
1353658,je5010164,cyclopentane,C1CCCC1,,,1521.653,,,,,,,,,,,
1353659,je5010164,cyclopentane,C1CCCC1,,,1544.511,,,,,,,,,,,
1353660,je5010164,cyclopentane,C1CCCC1,,,1567.131,,,,,,,,,,,
1353662,je5010164,cyclopentane,C1CCCC1,,,1366.736,,,,,,,,,,,
1353663,je5010164,cyclopentane,C1CCCC1,,,1394.32,,,,,,,,,,,
1353664,je5010164,cyclopentane,C1CCCC1,,,1422.015,,,,,,,,,,,
1353665,je5010164,cyclopentane,C1CCCC1,,,1447.913,,,,,,,,,,,
1353666,je5010164,cyclopentane,C1CCCC1,,,1472.273,,,,,,,,,,,
1353667,je5010164,cyclopentane,C1CCCC1,,,1496.252,,,,,,,,,,,
1353668,je5010164,cyclopentane,C1CCCC1,,,1230.093,,,,,,,,,,,
1353669,je5010164,cyclopentane,C1CCCC1,,,1262.962,,,,,,,,,,,
1353670,je5010164,cyclopentane,C1CCCC1,,,1294.375,,,,,,,,,,,
1353671,je5010164,cyclopentane,C1CCCC1,,,1324.591,,,,,,,,,,,
1353672,je5010164,cyclopentane,C1CCCC1,,,1352.283,,,,,,,,,,,
1353673,je5010164,cyclopentane,C1CCCC1,,,1379.573,,,,,,,,,,,
1353674,je5010164,cyclopentane,C1CCCC1,,,1404.98,,,,,,,,,,,
1353675,je5010164,cyclopentane,C1CCCC1,,,1126.831,,,,,,,,,,,
1353676,je5010164,cyclopentane,C1CCCC1,,,1164.014,,,,,,,,,,,
1353677,je5010164,cyclopentane,C1CCCC1,,,1198.273,,,,,,,,,,,
1353678,je5010164,cyclopentane,C1CCCC1,,,1231.306,,,,,,,,,,,
1353679,je5010164,cyclopentane,C1CCCC1,,,1261.807,,,,,,,,,,,
1353680,je5010164,cyclopentane,C1CCCC1,,,1290.997,,,,,,,,,,,
1353681,je5010164,cyclopentane,C1CCCC1,,,1319.175,,,,,,,,,,,
1353682,je5010164,cyclopentane,C1CCCC1,,,1026.636,,,,,,,,,,,
1353683,je5010164,cyclopentane,C1CCCC1,,,1067.634,,,,,,,,,,,
1353684,je5010164,cyclopentane,C1CCCC1,,,1106.967,,,,,,,,,,,
1353685,je5010164,cyclopentane,C1CCCC1,,,1142.542,,,,,,,,,,,
1353686,je5010164,cyclopentane,C1CCCC1,,,1176.238,,,,,,,,,,,
1353687,je5010164,cyclopentane,C1CCCC1,,,1207.969,,,,,,,,,,,
1353688,je5010164,cyclopentane,C1CCCC1,,,1238.041,,,,,,,,,,,
1353689,je5010164,cyclopentane,C1CCCC1,,,929.399,,,,,,,,,,,
1353690,je5010164,cyclopentane,C1CCCC1,,,974.633,,,,,,,,,,,
1353691,je5010164,cyclopentane,C1CCCC1,,,1018.218,,,,,,,,,,,
1353692,je5010164,cyclopentane,C1CCCC1,,,1058.051,,,,,,,,,,,
1353693,je5010164,cyclopentane,C1CCCC1,,,1094.384,,,,,,,,,,,
1353694,je5010164,cyclopentane,C1CCCC1,,,1128.301,,,,,,,,,,,
1353695,je5010164,cyclopentane,C1CCCC1,,,1161.49,,,,,,,,,,,
1353736,je5010214,1-butanol,CCCCO,818.14,0.4,,,,,,,,,,,,
1353737,je5010214,1-butanol,CCCCO,825.705,0.4,,,,,,,,,,,,
1353738,je5010214,1-butanol,CCCCO,829.455,0.4,,,,,,,,,,,,
1353739,je5010214,1-butanol,CCCCO,838.117,0.4,,,,,,,,,,,,
1353740,je5010214,1-butanol,CCCCO,852.74,0.4,,,,,,,,,,,,
1353741,je5010214,1-butanol,CCCCO,817.937,0.4,,,,,,,,,,,,
1353742,je5010214,1-butanol,CCCCO,819.134,0.4,,,,,,,,,,,,
1353743,je5010214,1-butanol,CCCCO,822.538,0.4,,,,,,,,,,,,
1353744,je5010214,1-butanol,CCCCO,824.485,0.4,,,,,,,,,,,,
1353745,je5010214,1-butanol,CCCCO,827.609,0.4,,,,,,,,,,,,
1353746,je5010214,1-butanol,CCCCO,833.615,0.4,,,,,,,,,,,,
1353747,je5010214,1-butanol,CCCCO,835.368,0.4,,,,,,,,,,,,
1353748,je5010214,1-butanol,CCCCO,838.092,0.4,,,,,,,,,,,,
1353749,je5010214,1-butanol,CCCCO,839.141,0.4,,,,,,,,,,,,
1353750,je5010214,1-butanol,CCCCO,840.737,0.4,,,,,,,,,,,,
1353751,je5010214,1-butanol,CCCCO,844.325,0.4,,,,,,,,,,,,
1353752,je5010214,1-butanol,CCCCO,846.902,0.4,,,,,,,,,,,,
1353753,je5010214,1-butanol,CCCCO,847.942,0.4,,,,,,,,,,,,
1353754,je5010214,1-butanol,CCCCO,850.826,0.4,,,,,,,,,,,,
1353755,je5010214,1-butanol,CCCCO,818.415,0.4,,,,,,,,,,,,
1353756,je5010214,1-butanol,CCCCO,819.722,0.4,,,,,,,,,,,,
1353757,je5010214,1-butanol,CCCCO,821.145,0.4,,,,,,,,,,,,
1353758,je5010214,1-butanol,CCCCO,823.807,0.4,,,,,,,,,,,,
1353759,je5010214,1-butanol,CCCCO,838.557,0.4,,,,,,,,,,,,
1353760,je5010214,1-butanol,CCCCO,841.811,0.4,,,,,,,,,,,,
1353761,je5010214,1-butanol,CCCCO,842.896,0.4,,,,,,,,,,,,
1353762,je5010214,1-butanol,CCCCO,849.358,0.4,,,,,,,,,,,,
1353763,je5010214,1-butanol,CCCCO,854.215,0.4,,,,,,,,,,,,
1353764,je5010214,1-butanol,CCCCO,818.388,0.4,,,,,,,,,,,,
1353765,je5010214,1-butanol,CCCCO,830.642,0.4,,,,,,,,,,,,
1353766,je5010214,1-butanol,CCCCO,836.501,0.4,,,,,,,,,,,,
1353767,je5010214,1-butanol,CCCCO,845.954,0.4,,,,,,,,,,,,
1353768,je5010214,1-butanol,CCCCO,851.847,0.4,,,,,,,,,,,,
1353769,je5010214,1-butanol,CCCCO,831.928,0.4,,,,,,,,,,,,
1353770,je5010214,1-butanol,CCCCO,854.69,0.4,,,,,,,,,,,,
1353771,je5010214,1-butanol,CCCCO,817.825,0.4,,,,,,,,,,,,
1353772,je5010214,1-butanol,CCCCO,814.204,0.4,,,,,,,,,,,,
1353773,je5010214,1-butanol,CCCCO,815.651,0.4,,,,,,,,,,,,
1353774,je5010214,1-butanol,CCCCO,819.847,0.4,,,,,,,,,,,,
1353775,je5010214,1-butanol,CCCCO,820.583,0.4,,,,,,,,,,,,
1353776,je5010214,1-butanol,CCCCO,827.38,0.4,,,,,,,,,,,,
1353777,je5010214,1-butanol,CCCCO,834.074,0.4,,,,,,,,,,,,
1353778,je5010214,1-butanol,CCCCO,837.311,0.4,,,,,,,,,,,,
1353779,je5010214,1-butanol,CCCCO,838.449,0.4,,,,,,,,,,,,
1353780,je5010214,1-butanol,CCCCO,841.064,0.4,,,,,,,,,,,,
1353781,je5010214,1-butanol,CCCCO,844.696,0.4,,,,,,,,,,,,
1353782,je5010214,1-butanol,CCCCO,846.251,0.4,,,,,,,,,,,,
1353783,je5010214,1-butanol,CCCCO,849.542,0.4,,,,,,,,,,,,
1353784,je5010214,1-butanol,CCCCO,850.93,0.4,,,,,,,,,,,,
1353785,je5010214,1-butanol,CCCCO,813.84,0.4,,,,,,,,,,,,
1353786,je5010214,1-butanol,CCCCO,851.488,0.4,,,,,,,,,,,,
1353787,je5010214,1-butanol,CCCCO,818.541,0.4,,,,,,,,,,,,
1353788,je5010214,1-butanol,CCCCO,821.91,0.4,,,,,,,,,,,,
1353789,je5010214,1-butanol,CCCCO,825.72,0.4,,,,,,,,,,,,
1353791,je5010214,1-butanol,CCCCO,829.984,0.4,,,,,,,,,,,,
1353792,je5010214,1-butanol,CCCCO,831.832,0.4,,,,,,,,,,,,
1353793,je5010214,1-butanol,CCCCO,832.896,0.4,,,,,,,,,,,,
1353794,je5010214,1-butanol,CCCCO,834.714,0.4,,,,,,,,,,,,
1353795,je5010214,1-butanol,CCCCO,835.152,0.4,,,,,,,,,,,,
1353796,je5010214,1-butanol,CCCCO,843.734,0.4,,,,,,,,,,,,
1353797,je5010214,1-butanol,CCCCO,813.953,0.4,,,,,,,,,,,,
1353798,je5010214,1-butanol,CCCCO,815.033,0.4,,,,,,,,,,,,
1353799,je5010214,1-butanol,CCCCO,817.16,0.4,,,,,,,,,,,,
1353800,je5010214,1-butanol,CCCCO,823.877,0.4,,,,,,,,,,,,
1353801,je5010214,1-butanol,CCCCO,826.976,0.4,,,,,,,,,,,,
1353802,je5010214,1-butanol,CCCCO,828.211,0.4,,,,,,,,,,,,
1353803,je5010214,1-butanol,CCCCO,835.674,0.4,,,,,,,,,,,,
1353804,je5010214,1-butanol,CCCCO,839.459,0.4,,,,,,,,,,,,
1353805,je5010214,1-butanol,CCCCO,814.282,0.4,,,,,,,,,,,,
1353806,je5010214,1-butanol,CCCCO,842.655,0.4,,,,,,,,,,,,
1353807,je5010214,1-butanol,CCCCO,847.666,0.4,,,,,,,,,,,,
1353808,je5010214,1-butanol,CCCCO,848.618,0.4,,,,,,,,,,,,
1353809,je5010214,1-butanol,CCCCO,832.036,0.4,,,,,,,,,,,,
1353810,je5010214,1-butanol,CCCCO,829.163,0.4,,,,,,,,,,,,
1353811,je5010214,1-butanol,CCCCO,845.282,0.4,,,,,,,,,,,,
1353812,je5010214,1-butanol,CCCCO,811.053,0.4,,,,,,,,,,,,
1353813,je5010214,1-butanol,CCCCO,849.224,0.4,,,,,,,,,,,,
1353814,je5010214,1-butanol,CCCCO,825.417,0.4,,,,,,,,,,,,
1353815,je5010214,1-butanol,CCCCO,829.06,0.4,,,,,,,,,,,,
1353816,je5010214,1-butanol,CCCCO,833.078,0.4,,,,,,,,,,,,
1353817,je5010214,1-butanol,CCCCO,838.658,0.4,,,,,,,,,,,,
1353818,je5010214,1-butanol,CCCCO,811.916,0.4,,,,,,,,,,,,
1353819,je5010214,1-butanol,CCCCO,812.72,0.4,,,,,,,,,,,,
1353820,je5010214,1-butanol,CCCCO,814.074,0.4,,,,,,,,,,,,
1353821,je5010214,1-butanol,CCCCO,816.992,0.4,,,,,,,,,,,,
1353823,je5010214,1-butanol,CCCCO,817.626,0.4,,,,,,,,,,,,
1353824,je5010214,1-butanol,CCCCO,818.963,0.4,,,,,,,,,,,,
1353825,je5010214,1-butanol,CCCCO,820.924,0.4,,,,,,,,,,,,
1353826,je5010214,1-butanol,CCCCO,832.526,0.4,,,,,,,,,,,,
1353827,je5010214,1-butanol,CCCCO,835.959,0.4,,,,,,,,,,,,
1353828,je5010214,1-butanol,CCCCO,837.008,0.4,,,,,,,,,,,,
1353829,je5010214,1-butanol,CCCCO,843.81,0.4,,,,,,,,,,,,
1353830,je5010214,1-butanol,CCCCO,811.221,0.4,,,,,,,,,,,,
1353831,je5010214,1-butanol,CCCCO,815.616,0.4,,,,,,,,,,,,
1353832,je5010214,1-butanol,CCCCO,822.832,0.4,,,,,,,,,,,,
1353833,je5010214,1-butanol,CCCCO,824.147,0.4,,,,,,,,,,,,
1353834,je5010214,1-butanol,CCCCO,827.251,0.4,,,,,,,,,,,,
1353835,je5010214,1-butanol,CCCCO,830.11,0.4,,,,,,,,,,,,
1353836,je5010214,1-butanol,CCCCO,831.521,0.4,,,,,,,,,,,,
1353837,je5010214,1-butanol,CCCCO,810.81,0.4,,,,,,,,,,,,
1353838,je5010214,1-butanol,CCCCO,834.783,0.4,,,,,,,,,,,,
1353839,je5010214,1-butanol,CCCCO,840.192,0.4,,,,,,,,,,,,
1353840,je5010214,1-butanol,CCCCO,841.31,0.4,,,,,,,,,,,,
1353841,je5010214,1-butanol,CCCCO,842.308,0.4,,,,,,,,,,,,
1353842,je5010214,1-butanol,CCCCO,846.257,0.4,,,,,,,,,,,,
1353843,je5010214,1-butanol,CCCCO,848.649,0.4,,,,,,,,,,,,
1353844,je5010214,1-butanol,CCCCO,810.686,0.4,,,,,,,,,,,,
1353845,je5010214,1-butanol,CCCCO,847.209,0.4,,,,,,,,,,,,
1353846,je5010214,1-butanol,CCCCO,828.365,0.4,,,,,,,,,,,,
1353847,je5010214,1-butanol,CCCCO,835.052,0.4,,,,,,,,,,,,
1353848,je5010214,1-butanol,CCCCO,840.375,0.4,,,,,,,,,,,,
1353849,je5010214,1-butanol,CCCCO,845.412,0.4,,,,,,,,,,,,
1353850,je5010214,1-butanol,CCCCO,813.67,0.4,,,,,,,,,,,,
1353851,je5010214,1-butanol,CCCCO,831.213,0.4,,,,,,,,,,,,
1353852,je5010214,1-butanol,CCCCO,832.357,0.4,,,,,,,,,,,,
1353853,je5010214,1-butanol,CCCCO,841.819,0.4,,,,,,,,,,,,
1353854,je5010214,1-butanol,CCCCO,842.826,0.4,,,,,,,,,,,,
1353855,je5010214,1-butanol,CCCCO,821.641,0.4,,,,,,,,,,,,
1353856,je5010214,1-butanol,CCCCO,837.797,0.4,,,,,,,,,,,,
1353857,je5010214,1-butanol,CCCCO,843.934,0.4,,,,,,,,,,,,
1353858,je5010214,1-butanol,CCCCO,810.04,0.4,,,,,,,,,,,,
1353859,je5010214,1-butanol,CCCCO,806.45,0.4,,,,,,,,,,,,
1353860,je5010214,1-butanol,CCCCO,833.462,0.4,,,,,,,,,,,,
1353861,je5010214,1-butanol,CCCCO,807.747,0.4,,,,,,,,,,,,
1353862,je5010214,1-butanol,CCCCO,836.745,0.4,,,,,,,,,,,,
1353863,je5010214,1-butanol,CCCCO,808.637,0.4,,,,,,,,,,,,
1353864,je5010214,1-butanol,CCCCO,811.55,0.4,,,,,,,,,,,,
1353865,je5010214,1-butanol,CCCCO,806.874,0.4,,,,,,,,,,,,
1353866,je5010214,1-butanol,CCCCO,820.445,0.4,,,,,,,,,,,,
1353867,je5010214,1-butanol,CCCCO,823.55,0.4,,,,,,,,,,,,
1353868,je5010214,1-butanol,CCCCO,828.845,0.4,,,,,,,,,,,,
1353870,je5010214,1-butanol,CCCCO,833.614,0.4,,,,,,,,,,,,
1353871,je5010214,1-butanol,CCCCO,813.012,0.4,,,,,,,,,,,,
1353872,je5010214,1-butanol,CCCCO,814.957,0.4,,,,,,,,,,,,
1353873,je5010214,1-butanol,CCCCO,817.234,0.4,,,,,,,,,,,,
1353874,je5010214,1-butanol,CCCCO,819.076,0.4,,,,,,,,,,,,
1353875,je5010214,1-butanol,CCCCO,825.42,0.4,,,,,,,,,,,,
1353876,je5010214,1-butanol,CCCCO,826.686,0.4,,,,,,,,,,,,
1353877,je5010214,1-butanol,CCCCO,827.814,0.4,,,,,,,,,,,,
1353878,je5010214,1-butanol,CCCCO,829.575,0.4,,,,,,,,,,,,
1353879,je5010214,1-butanol,CCCCO,838.835,0.4,,,,,,,,,,,,
1353880,je5010214,1-butanol,CCCCO,806.599,0.4,,,,,,,,,,,,
1353881,je5010214,1-butanol,CCCCO,806.992,0.4,,,,,,,,,,,,
1353882,je5010214,1-butanol,CCCCO,845.919,0.4,,,,,,,,,,,,
1353883,je5010214,1-butanol,CCCCO,802.435,0.4,,,,,,,,,,,,
1353884,je5010214,1-butanol,CCCCO,824.267,0.4,,,,,,,,,,,,
1353885,je5010214,1-butanol,CCCCO,824.9,0.4,,,,,,,,,,,,
1353886,je5010214,1-butanol,CCCCO,828.27,0.4,,,,,,,,,,,,
1353887,je5010214,1-butanol,CCCCO,803.554,0.4,,,,,,,,,,,,
1353888,je5010214,1-butanol,CCCCO,834.942,0.4,,,,,,,,,,,,
1353889,je5010214,1-butanol,CCCCO,836.525,0.4,,,,,,,,,,,,
1353890,je5010214,1-butanol,CCCCO,838.099,0.4,,,,,,,,,,,,
1353891,je5010214,1-butanol,CCCCO,841.599,0.4,,,,,,,,,,,,
1353892,je5010214,1-butanol,CCCCO,824.372,0.4,,,,,,,,,,,,
1353893,je5010214,1-butanol,CCCCO,802.278,0.4,,,,,,,,,,,,
1353894,je5010214,1-butanol,CCCCO,840.165,0.4,,,,,,,,,,,,
1353895,je5010214,1-butanol,CCCCO,805.792,0.4,,,,,,,,,,,,
1353896,je5010214,1-butanol,CCCCO,829.398,0.4,,,,,,,,,,,,
