;filename;Pure_Dens_Molecules;Bin_Dens_Mixtures;Pure_Hmol_Molecules;Bin_EME_Mixtures;Pure_Cpmol_Molecules;Bin_EMCp_Mixtures;Property_Score;nan_Count;Pure_Dens_Counts;Bin_Dens_Counts;Pure_Hmol_Counts;Bin_EME_Counts;Pure_Cpmol_Counts;Bin_EMCp_Counts;Component_Score;Aggregate_Score
698;je101358p;"[""'CCCCCCCCO'"", ""'CCCCCCCO'"", ""'CCCCCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
622;je060200b;"[""'CCCCCCC'""]";['nan'];['nan'];['nan'];"[""'CCCCCCC'""]";['nan'];2.0;-4.0;1;1;1;1;1;1;2.0;4.0
412;j.jct.2013.01.015;"[""'CCCCCC'"", ""'CCCCCCO'"", ""'O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
747;je300632p;['nan'];"[""'CCO__CCCO'"", ""'CCO__CCCCO'"", ""'CCO__CCCCCO'""]";['nan'];['nan'];['nan'];['nan'];1.0;-5.0;1;3;1;1;1;1;3.0;4.0
675;je100757w;"[""'COCCOCCOC'""]";"[""'COCCOCCOC__O'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;1;1;1;1;1;1;2.0;4.0
477;j.jct.2014.05.005;"[""'O'"", ""'CCO'"", ""'CCCCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
410;j.jct.2012.12.017;"[""'CCO'"", ""'CCCCCCC'"", ""'CCCCCC'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
683;je100848r;"[""'CO'"", ""'CCO'"", ""'CCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
474;j.jct.2014.03.008;"[""'CCCCCCC'"", ""'C1CCCCC1'"", ""'Cc1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
688;je1009976;"[""'OCCOCCO'""]";"[""'OCCOCCO__O'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;1;1;1;1;1;1;2.0;4.0
595;je050414d;"[""'Cc1ccccc1'"", ""'CO'"", ""'CC(C)O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
744;je300384g;"[""'CCCO'"", ""'CC(C)O'"", ""'CCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
695;je1012857;"[""'CC(C)CO'"", ""'CCCCO'"", ""'CC(C)O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
415;j.jct.2013.03.023;"[""'CCc1ccccc1'"", ""'CC(O)c1ccccc1'"", ""'O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
559;j.tca.2015.08.023;"[""'CCc1ccccc1'"", ""'CCCCCCCC'"", ""'CCCc1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
558;j.tca.2015.08.013;"[""'o1cccc1'"", ""'Cc1occc1'"", ""'Cc1oc(C)cc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
463;j.jct.2013.12.028;"[""'C1CCOC1'""]";"[""'C1CCOC1__O'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;1;1;1;1;1;1;2.0;4.0
388;j.jct.2012.08.014;"[""'OCCO'"", ""'CC(O)CO'"", ""'CCC(O)CO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
576;je0500633;"[""'CO'"", ""'CCO'"", ""'CCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
863;je700741;"[""'CCO'"", ""'C1CCCCC1'"", ""'CC(C)O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
1024;j.tca.2010.03.028;['nan'];['nan'];['nan'];"[""'CCCCCC__C1CCOCC1'"", ""'C1CCOCC1__CCCCCCC'"", ""'C1CCCCC1__C1CCOCC1'""]";['nan'];['nan'];1.0;-5.0;1;1;1;3;1;1;3.0;4.0
902;je8009418;"[""'CCCCCO'"", ""'CCC(C)(C)O'"", ""'OC1CCCC1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
182;j.fluid.2015.06.016;"[""'CCCCCCCCCC'"", ""'Cc1ccccc1'"", ""'OCC(O)CO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
1005;j.fluid.2009.11.010;['nan'];['nan'];['nan'];"[""'CCCCOCCCC__CC(C)CC(C)(C)C'"", ""'CCCCO__CCCCOCCCC'"", ""'CCCCO__CC(C)CC(C)(C)C'""]";['nan'];['nan'];1.0;-5.0;1;1;1;3;1;1;3.0;4.0
185;j.fluid.2015.07.012;['nan'];"[""'CO__O'"", ""'CCO__O'"", ""'CCCO__O'""]";['nan'];['nan'];['nan'];['nan'];1.0;-5.0;1;3;1;1;1;1;3.0;4.0
188;j.fluid.2015.07.023;"[""'CO'"", ""'CC(C)OC(C)C'"", ""'CC(C)O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
896;je8008254;"[""'CO'"", ""'CCO'"", ""'CCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
67;j.fluid.2009.12.019;['nan'];"[""'c1ccccc1__C1CCCCCCC1'"", ""'Cc1ccccc1__C1CCCCCCC1'"", ""'CCc1ccccc1__C1CCCCCCC1'""]";['nan'];['nan'];['nan'];['nan'];1.0;-5.0;1;3;1;1;1;1;3.0;4.0
58;j.fluid.2008.09.004;"[""'CCO'""]";['nan'];['nan'];['nan'];"[""'CCO'""]";['nan'];2.0;-4.0;1;1;1;1;1;1;2.0;4.0
889;je800571y;"[""'CC(C)O'"", ""'CC(C)CO'"", ""'CCC(C)(C)O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
883;je8004613;['nan'];"[""'CCCCCCCC__COC(C)(C)C'""]";['nan'];"[""'CCCCO__CCCCCCCC'""]";['nan'];['nan'];2.0;-4.0;1;1;1;1;1;1;2.0;4.0
1013;j.jct.2005.03.012;['nan'];['nan'];['nan'];"[""'CO__O'""]";"[""'CO'""]";['nan'];2.0;-4.0;1;1;1;1;1;1;2.0;4.0
1017;j.jct.2009.07.014;['nan'];['nan'];['nan'];"[""'CCCCCCC__CCCCOCCCC'"", ""'CCCCO__CCCCOCCCC'"", ""'CCCCO__CCCCCCC'""]";['nan'];['nan'];1.0;-5.0;1;1;1;3;1;1;3.0;4.0
211;j.jct.2005.06.010;['nan'];"[""'CCCCO__O'"", ""'CC(C)CO__O'"", ""'CC(C)(C)O__O'""]";['nan'];['nan'];['nan'];['nan'];1.0;-5.0;1;3;1;1;1;1;3.0;4.0
51;j.fluid.2008.06.004;"[""'CCO'"", ""'CCCO'"", ""'CC(C)O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
50;j.fluid.2008.06.003;"[""'CCCCCC'"", ""'CCCCCCC'"", ""'CCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
878;je800298n;"[""'CC(C)OC(C)C'"", ""'CC(C)O'"", ""'CC(C)CCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
1023;j.tca.2009.11.011;['nan'];['nan'];"[""'OC[C@@H](O)[C@@H](O)[C@@H](O)CO'""]";['nan'];"[""'OC[C@@H](O)[C@@H](O)[C@@H](O)CO'""]";['nan'];2.0;-4.0;1;1;1;1;1;1;2.0;4.0
875;je800244q;"[""'OCCCCCCO'""]";['nan'];['nan'];['nan'];"[""'OCCCCCCO'""]";['nan'];2.0;-4.0;1;1;1;1;1;1;2.0;4.0
864;je7007445;"[""'CC(C)O'"", ""'OCCc1ccccc1'"", ""'OCc1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
229;j.jct.2006.05.006;"[""'c1ccccc1'"", ""'Cc1ccccc1'"", ""'CCc1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
231;j.jct.2006.06.005;"[""'C1CCCCC1'"", ""'c1ccccc1'"", ""'Cc1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
859;je700672f;"[""'OCCOCCO'""]";"[""'OCCOCCO__O'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;1;1;1;1;1;1;2.0;4.0
236;j.jct.2006.07.017;"[""'Cc1ccccc1C'"", ""'Cc1cccc(C)c1'"", ""'Cc1ccc(C)cc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
856;je700618y;"[""'CCO'""]";"[""'CCO__O'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;1;1;1;1;1;1;2.0;4.0
243;j.jct.2006.10.004;"[""'OCCO'"", ""'OCCCO'"", ""'OCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
179;j.fluid.2015.05.031;"[""'CCCCCCC'"", ""'CCCCCCCC'"", ""'CCCCCCCCC'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
1004;j.fluid.2009.06.015;['nan'];['nan'];['nan'];"[""'c1ccccc1__CCCCOCCCC'"", ""'CCCCO__CCCCOCCCC'"", ""'CCCCO__c1ccccc1'""]";['nan'];['nan'];1.0;-5.0;1;1;1;3;1;1;3.0;4.0
381;j.jct.2012.05.033;"[""'O'""]";"[""'OCC(CO)(CO)CO__O'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;1;1;1;1;1;1;2.0;4.0
130;j.fluid.2013.10.034;"[""'CCCO'"", ""'CC(C)O'"", ""'O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
95;j.fluid.2012.09.007;['nan'];"[""'c1ccccc1__CCC(C)(C)OC'"", ""'c1ccccc1__CC(C)CC(C)(C)C'"", ""'CC(C)CC(C)(C)C__CCC(C)(C)OC'""]";['nan'];['nan'];['nan'];['nan'];1.0;-5.0;1;3;1;1;1;1;3.0;4.0
106;j.fluid.2013.01.024;"[""'CO'"", ""'CC(C)O'"", ""'CCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
107;j.fluid.2013.01.025;"[""'OCCO'""]";"[""'OCCO__O'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;1;1;1;1;1;1;2.0;4.0
964;je901043q;"[""'CCCCCCCO'"", ""'CCCCCCCCO'"", ""'CCCCCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
94;j.fluid.2012.08.030;"[""'COCCO'"", ""'CCOCCO'"", ""'CCCCOCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
116;j.fluid.2013.06.018;"[""'CCCCCCC'"", ""'CCCCCC'"", ""'CCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
88;j.fluid.2012.06.013;"[""'CCCO'"", ""'CC(C)O'"", ""'CCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
122;j.fluid.2013.08.005;"[""'O'""]";['nan'];['nan'];['nan'];"[""'O'""]";['nan'];2.0;-4.0;1;1;1;1;1;1;2.0;4.0
125;j.fluid.2013.09.029;"[""'CCC(C)O'"", ""'CC(C)(C)O'"", ""'CCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
127;j.fluid.2013.10.012;"[""'Cc1ccc(C)cc1'"", ""'Cc1ccccc1C'"", ""'Cc1cccc(C)c1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
128;j.fluid.2013.10.022;"[""'CCCCCCCCO'"", ""'CCCCC(CC)CO'"", ""'O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
132;j.fluid.2013.10.060;"[""'CCO'"", ""'CCCCCC'"", ""'C1CCOCC1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
908;je801006q;"[""'CCCCO'"", ""'CC(C)CO'"", ""'CC(C)(C)O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
950;je900725w;"[""'CCOCCO'""]";"[""'CCOCCO__O'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;1;1;1;1;1;1;2.0;4.0
140;j.fluid.2014.01.022;"[""'COCC(C)O'"", ""'CO'"", ""'CC(C)O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
146;j.fluid.2014.04.002;"[""'CC(O)CO'"", ""'OCCCO'"", ""'C1CCOC1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
929;je900478c;"[""'CCCCOCCO'""]";"[""'CCCCOCCO__O'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;1;1;1;1;1;1;2.0;4.0
150;j.fluid.2014.05.033;"[""'COc1ccccc1'"", ""'CO'"", ""'Oc1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
75;j.fluid.2011.01.007;"[""'CCO'"", ""'c1ccccc1'"", ""'Cc1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
926;je9004646;"[""'CCCO'"", ""'CC(C)O'"", ""'CCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
922;je900337a;"[""'CCCO'""]";"[""'CCCO__O'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;1;1;1;1;1;1;2.0;4.0
159;j.fluid.2014.07.041;"[""'COCCO'"", ""'CCOCCO'"", ""'CC1CCCCC1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
1000;j.fluid.2006.03.020;['nan'];['nan'];['nan'];"[""'CCCCCCCC__C1COCCO1'"", ""'C1CCCCC1__CCCCCCCC'"", ""'C1CCCCC1__C1COCCO1'""]";['nan'];['nan'];1.0;-5.0;1;1;1;3;1;1;3.0;4.0
70;j.fluid.2010.05.017;['nan'];"[""'Cc1ccccc1C__CCCCCC'"", ""'Cc1cccc(C)c1__CCCCCC'"", ""'Cc1ccc(C)cc1__CCCCCC'""]";['nan'];['nan'];['nan'];['nan'];1.0;-5.0;1;3;1;1;1;1;3.0;4.0
244;j.jct.2006.10.005;"[""'c1ccccc1'"", ""'Cc1ccccc1'"", ""'CCc1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
967;je901067c;"[""'CCCCCO'"", ""'CCCC(C)O'"", ""'CCC(O)CC'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
803;je500380;"[""'CO'"", ""'CCO'"", ""'O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
302;j.jct.2009.06.023;"[""'CCO'"", ""'CCCO'"", ""'CCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
1035;je100897y;['nan'];['nan'];['nan'];"[""'CCCOCCC__CCCCOCCCC'"", ""'C1CCOC1__CCCOCCC'"", ""'C1CCOC1__CCCCOCCCC'""]";['nan'];['nan'];1.0;-5.0;1;1;1;3;1;1;3.0;4.0
309;j.jct.2009.11.020;"[""'OCC(O)CO'"", ""'CO'"", ""'O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
311;j.jct.2010.01.008;['nan'];"[""'Cc1ccccc1__CCCCCCC'"", ""'Cc1ccccc1__CCCCCCCC'"", ""'Cc1ccccc1__CCCCCCCCC'""]";['nan'];['nan'];['nan'];['nan'];1.0;-5.0;1;3;1;1;1;1;3.0;4.0
818;je5010214;"[""'CCCCO'"", ""'CC(C)CO'"", ""'CCCCCCC'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
811;je5007604;"[""'CO'"", ""'CCCO'"", ""'CCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
319;j.jct.2010.08.010;"[""'C1CCCCC1'"", ""'Cc1ccccc1'"", ""'CCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
322;j.jct.2010.10.018;"[""'CC(C)(C)O'""]";"[""'CC(C)(C)O__O'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;1;1;1;1;1;1;2.0;4.0
330;j.jct.2010.12.016;"[""'c1ccccc1'"", ""'Cc1ccccc1'"", ""'C1CCCCC1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
246;j.jct.2006.11.003;"[""'Cc1ccccc1C'"", ""'Cc1cccc(C)c1'"", ""'Cc1ccc(C)cc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
333;j.jct.2011.01.014;"[""'O'"", ""'CO'"", ""'CCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
770;je3013205;"[""'CC(C)O'"", ""'CO'"", ""'OCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
25;j.fluid.2006.07.003;"[""'CCCOCCC'"", ""'CCCO'"", ""'CCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
789;je400722h;"[""'C1COCO1'"", ""'C1COCCO1'"", ""'C1CCOCC1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
1041;je900077g;['nan'];['nan'];['nan'];"[""'C1CCCCC1__C1COCCO1'"", ""'C1CCCCC1__C1CCOCC1'"", ""'C1COCCO1__C1CCOCC1'""]";['nan'];['nan'];1.0;-5.0;1;1;1;3;1;1;3.0;4.0
1043;je9003806;['nan'];['nan'];['nan'];"[""'CCO__CO'"", ""'CCO__CCCO'"", ""'CCO__CC(C)O'""]";['nan'];['nan'];1.0;-5.0;1;1;1;3;1;1;3.0;4.0
1044;je900560j;['nan'];['nan'];['nan'];"[""'C1CCCCC1__CCCCOCCCC'"", ""'CCCCO__CCCCOCCCC'"", ""'CCCCO__C1CCCCC1'""]";['nan'];['nan'];1.0;-5.0;1;1;1;3;1;1;3.0;4.0
350;j.jct.2011.10.009;"[""'CCO'""]";"[""'CCO__O'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;1;1;1;1;1;1;2.0;4.0
772;je400134d;"[""'CCCCCCC'"", ""'C1CCCCC1'"", ""'Cc1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
352;j.jct.2011.10.025;"[""'CC(C)O'"", ""'C1CCOCC1'"", ""'CCCCCC(C)C'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
783;je400581e;"[""'CC(C)O'"", ""'CC(C)CO'"", ""'CC(C)CCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
782;je400539h;"[""'C1CCOC1'"", ""'C1COCCO1'"", ""'COc1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
356;j.jct.2011.12.002;"[""'CCCCCO'"", ""'CCCCCCO'"", ""'CCCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
779;je4004993;"[""'C1CCOC1'"", ""'C1CCCCC1'"", ""'CC(O)CO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
29;j.fluid.2006.12.011;"[""'C1CC[C@@H]2CCCC[C@H]2C1'""]";"[""'C1CC[C@@H]2CCCC[C@@H]2C1__C1CC[C@@H]2CCCC[C@H]2C1'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;1;1;1;1;1;1;2.0;4.0
307;j.jct.2009.10.002;"[""'CCCCCCCCO'""]";"[""'Oc1ccccc1__CCCCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;1;1;1;1;1;1;2.0;4.0
34;j.fluid.2007.03.030;"[""'CCCO'"", ""'CCCOCCC'"", ""'CCOCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
380;j.jct.2012.05.032;"[""'OCCCCO'"", ""'CCCCCCCCO'"", ""'C1COCCO1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
275;j.jct.2008.01.023;"[""'CCO'"", ""'OCCO'"", ""'CCOCCOCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
849;je7003512;"[""'CCO'"", ""'CO'"", ""'CC(C)CC(C)(C)C'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
844;je7002836;"[""'CCO'""]";['nan'];['nan'];['nan'];"[""'CCO'""]";['nan'];2.0;-4.0;1;1;1;1;1;1;2.0;4.0
261;j.jct.2007.06.014;"[""'CCCC'""]";"[""'CCC__CCCC'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;1;1;1;1;1;1;2.0;4.0
373;j.jct.2012.04.015;"[""'CCCCCCC'"", ""'C1CCCCC1'"", ""'Cc1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
259;j.jct.2007.06.002;"[""'COCCO'"", ""'COCCOC'"", ""'COCCOCCOC'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
38;j.fluid.2007.07.066;"[""'O'""]";"[""'CCCO__O'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;1;1;1;1;1;1;2.0;4.0
839;je7002513;"[""'Cc1ccc(C)cc1'"", ""'Cc1cccc(C)c1'"", ""'Cc1ccccc1C'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
836;je7001804;"[""'CO'"", ""'CCO'"", ""'CCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
284;j.jct.2008.07.014;"[""'CCCCCCCCO'"", ""'CCCCCCCCCO'"", ""'O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
288;j.jct.2008.10.002;"[""'O'""]";['nan'];['nan'];['nan'];"[""'O'""]";['nan'];2.0;-4.0;1;1;1;1;1;1;2.0;4.0
32;j.fluid.2007.01.038;"[""'CCCCOC(C)(C)C'"", ""'CO'"", ""'CCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
31;j.fluid.2007.01.021;"[""'O'"", ""'CCCO'"", ""'OC1CCCCC1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
831;je700099w;"[""'CCCO'"", ""'CCCCO'"", ""'CCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
829;je700029q;"[""'CO'"", ""'CCCO'"", ""'CC(C)O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
40;j.fluid.2007.09.009;"[""'OCCO'"", ""'OCCOCCO'"", ""'OCCOCCOCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
251;j.jct.2007.02.002;"[""'COC(C)(C)C'"", ""'CCCCO'"", ""'CCCCCC'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
268;j.jct.2007.11.002;"[""'c1ccccc1'"", ""'Cc1ccccc1'"", ""'C1CCCCC1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
987;s10765-010-0860-3;"[""'C1CCOC1'"", ""'C1COCCO1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;2;1;1;1;1;1;2.0;3.0
976;s10765-008-0485-y;"[""'COCOC'"", ""'COCCOC'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;2;1;1;1;1;1;2.0;3.0
623;je060210c;"[""'CCCCCO'"", ""'CCCC(C)O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;2;1;1;1;1;1;2.0;3.0
982;s10765-009-0665-4;['nan'];"[""'CCCCO__CCCCCC'"", ""'CCCCO__C1CCCCC1'""]";['nan'];['nan'];['nan'];['nan'];1.0;-5.0;1;2;1;1;1;1;2.0;3.0
1065;je800047t;['nan'];['nan'];['nan'];['nan'];"[""'O[C@H]1CCCC[C@H]1O'"", ""'O[C@@H]1CC[C@@H](O)CC1'""]";['nan'];1.0;-5.0;1;1;1;1;2;1;2.0;3.0
1062;je401098b;['nan'];['nan'];['nan'];['nan'];"[""'c1ccccc1'"", ""'C1CCCCC1'""]";['nan'];1.0;-5.0;1;1;1;1;2;1;2.0;3.0
978;s10765-008-0503-0;"[""'COCOC'"", ""'COCCOC'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;2;1;1;1;1;1;2.0;3.0
